1630002,Van,905.2,NULL,"KRAFT FOODS (NEW ULM, MN)",20120509,700,20120509,900,20,NULL,NULL,"ATLANTA MARKET PLACE DC (UNION CITY, GA)",20120512,730,20120512,930,46,NULL,NULL
1630297,Van,945.3,NULL,"HORMEL FOODS CORPORATION (BELOIT, WI)",20120509,1000,20120509,1200,16,NULL,NULL,"L S I (ELDRIDGE, IA)",20120510,600,20120510,800,4,NULL,NULL
1629982,Van,1093,NULL,"KRAFT FOODS (NAPERVILLE, IL)",20120509,815,20120509,1015,45,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120510,600,20120510,800,36,NULL,NULL
1629986,Van,953.6,NULL,"NABISCO (MORRIS, IL)",20120509,1245,20120509,1445,35,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120510,1500,20120510,1700,44,NULL,NULL
1629943,Reefer,780.2,NULL,"NABISCO (MORRIS, IL)",20120509,1415,20120509,1615,24,NULL,NULL,"NABISCO (EARTH CITY, MO)",20120510,930,20120510,1130,6,NULL,NULL
1629760,Van,1161.8,NULL,"OSCAR MAYER (MADISON, WI)",20120509,815,20120509,1015,10,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120510,400,20120510,600,6,NULL,NULL
1629980,Van,977.7,NULL,"PEACOCK ENGINEERING (GENEVA, IL)",20120509,1530,20120509,1730,19,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120510,2200,20120510,2400,40,NULL,NULL
1630632,Reefer,1027.2,NULL,"POWER LOGISTICS - DRY (AURORA, IL)",20120509,1615,20120509,1815,21,NULL,NULL,"FAMILY DOLLAR DIST (MAQUOKETA, IA)",20120509,2100,20120509,2300,32,NULL,NULL
1629495,Van,1008.4,NULL,"POWER LOGISTICS - DRY (AURORA, IL)",20120509,1345,20120509,1545,34,NULL,NULL,"J WINKLER AND SONS (DALE, IN)",20120510,500,20120510,700,30,NULL,NULL
1628465,Van,936.8,NULL,"INTERSTATE WAREHOUSING (JOLIET, IL)",20120509,800,20120509,1000,9,NULL,NULL,"COSTCO (MORRIS, IL)",20120509,915,20120509,1115,40,NULL,NULL
1630260,Van,925,NULL,"INTERSTATE WAREHOUSING (JOLIET, IL)",20120509,1300,20120509,1500,39,NULL,NULL,"FOOD SERVICE CENTER (SAINT LOUIS, MO)",20120510,1000,20120510,1200,12,NULL,NULL
1630259,Reefer,1140.1,NULL,"INTERSTATE WAREHOUSING (JOLIET, IL)",20120509,1100,20120509,1300,42,NULL,NULL,"SYGMA NETWORK (KANSAS CITY, MO)",20120511,300,20120511,500,19,NULL,NULL
1630413,Van,1181.8,NULL,"KRAFT FOODS (NEW ULM, MN)",20120509,1500,20120509,1700,23,NULL,NULL,"PEACOCK ENGINEERING (GENEVA, IL)",20120510,1530,20120510,1730,29,NULL,NULL
1630036,Van,1081.6,NULL,"OSCAR MAYER (MADISON, WI)",20120509,1345,20120509,1545,27,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120510,1500,20120510,1700,32,NULL,NULL
1629784,Van,1256.2,NULL,"OSCAR MAYER (MADISON, WI)",20120509,600,20120509,800,43,NULL,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120509,1400,20120509,1600,8,NULL,NULL
1629721,Flatbed,830.1,NULL,"OSCAR MAYER (MADISON, WI)",20120509,415,20120509,615,38,NULL,NULL,"OSCAR MAYER (MADISON, WI)",20120509,1200,20120509,1400,10,NULL,NULL
1629722,Reefer,1042.8,NULL,"OSCAR MAYER (MADISON, WI)",20120509,1345,20120509,1545,9,NULL,NULL,"OSCAR MAYER (MADISON, WI)",20120510,800,20120510,1000,43,NULL,NULL
1630003,Reefer,1170.2,NULL,"CONSOLIDATED BISCUIT CO (MC COMB, OH)",20120509,215,20120509,415,29,NULL,NULL,"NABISCO (MORRIS, IL)",20120509,1000,20120509,1200,28,NULL,NULL
1630327,Flatbed,993.7,NULL,"CONSOLIDATED BISCUIT CO (MC COMB, OH)",20120509,2006,20120509,2206,27,NULL,NULL,"NABISCO (MORRIS, IL)",20120510,1400,20120510,1600,8,NULL,NULL
1630426,Van,1006.2,NULL,"AIRLITE PLASTICS CO (OMAHA, NE)",20120509,2115,20120509,2315,10,NULL,NULL,"ALBERT LEA WAREHOUSE (ALBERT LEA, MN)",20120510,2359,20120510,2559,31,NULL,NULL
1630375,Flatbed,933.2,NULL,"3M (BROOKINGS, SD)",20120509,1030,20120509,1230,27,NULL,NULL,"3M (NEVADA, MO)",20120510,2350,20120510,2550,16,NULL,NULL
1630126,Van,954.1,NULL,"3M (BROOKINGS, SD)",20120509,1246,20120509,1446,7,NULL,NULL,"EDUSA CORPORATION (SOCORRO, TX)",20120511,1200,20120511,1400,46,NULL,NULL
1627727,Van,1046.6,NULL,"3M (FOREST CITY, IA)",20120509,1530,20120509,1730,34,NULL,NULL,"CONWAY WESTERN (FONTANA, CA)",20120511,1500,20120511,1700,37,NULL,NULL
1630462,Reefer,993.3,NULL,"3M (DECATUR, AL)",20120509,800,20120509,1000,8,NULL,NULL,"3M (BROOKINGS, SD)",20120511,900,20120511,1100,19,NULL,NULL
1627110,Reefer,871.4,NULL,"3M (KNOXVILLE, IA)",20120509,1530,20120509,1730,16,NULL,NULL,"CEVA GLOBAL LOGISTICS (ONTARIO, CA)",20120511,2000,20120511,2200,48,NULL,NULL
1630240,Reefer,940.9,NULL,"3M (NEVADA, MO)",20120509,930,20120509,1130,50,NULL,NULL,"3M (ABERDEEN, SD)",20120510,2350,20120510,2550,3,NULL,NULL
1630463,Van,974.6,NULL,"3M (COLUMBIA, MO)",20120509,730,20120509,930,20,NULL,NULL,"3M (BROOKINGS, SD)",20120511,0,20120511,200,6,NULL,NULL
1629995,Van,1020.6,NULL,"COLUMBIA FOODS (COLUMBIA, MO)",20120509,950,20120509,1150,49,NULL,NULL,"ATLANTA MARKET PLACE DC (UNION CITY, GA)",20120511,730,20120511,930,11,NULL,NULL
1627723,Van,951.8,NULL,"EDUSA CORPORATION (SOCORRO, TX)",20120509,930,20120509,1130,15,NULL,NULL,"3M (BROOKINGS, SD)",20120511,900,20120511,1100,9,NULL,NULL
6887173,Flatbed,978.9,NULL,"KRAFT FOODS (SPRINGFIELD, MO)",20120509,815,20120509,1015,12,NULL,NULL,"EXEL (UNION CITY, GA)",20120511,1330,20120511,1530,43,NULL,NULL
6887172,Van,1095.5,NULL,"KRAFT FOODS (SPRINGFIELD, MO)",20120509,1540,20120509,1740,49,NULL,NULL,"EXEL (UNION CITY, GA)",20120511,730,20120511,930,29,NULL,NULL
6887111,Flatbed,1014.2,NULL,"ODOMS TENN PRIDE (LITTLE ROCK, AR)",20120509,928,20120509,1128,44,NULL,NULL,"NASHVILLE REFRIGERATION (LEBANON, TN)",20120510,1002,20120510,1202,21,NULL,NULL
6887193,Van,894.3,NULL,"GENERAL MILLS (JOPLIN, MO)",20120509,1615,20120509,1815,46,NULL,NULL,"GENERAL MILLS (CHANHASSEN, MN)",20120510,800,20120510,1000,32,NULL,NULL
6887620,Flatbed,1049.5,NULL,"GENERAL MILLS (JOPLIN, MO)",20120509,1015,20120509,1215,20,NULL,NULL,"AMERICOLD CORPORATION (FOGELSVILLE, PA)",20120511,2220,20120511,2420,4,NULL,NULL
6887194,Van,888.3,NULL,"GENERAL MILLS (JOPLIN, MO)",20120509,1230,20120509,1430,11,NULL,NULL,"GENERAL MILLS (CHANHASSEN, MN)",20120510,1400,20120510,1600,35,NULL,NULL
6886969,Van,1005.4,NULL,"GENERAL MILLS (JOPLIN, MO)",20120509,1600,20120509,1800,28,NULL,NULL,"GENERAL MILLS (CHANHASSEN, MN)",20120510,1000,20120510,1200,32,NULL,NULL
6887806,Reefer,1022.9,NULL,"MISSOURI DISTRIBUTION CTR (CARTHAGE, MO)",20120509,1245,20120509,1445,30,NULL,NULL,"SCHREIBER FOODS INC (STEPHENVILLE, TX)",20120510,1300,20120510,1500,45,NULL,NULL
6886665,Van,923.4,NULL,"RICH SEA PAK (BRUNSWICK, GA)",20120509,1200,20120509,1400,48,NULL,NULL,"NASHVILLE REFRIGERATION (LEBANON, TN)",20120510,2200,20120510,2400,22,NULL,NULL
6886598,Van,1076.7,NULL,"RICH SEA PAK (BRUNSWICK, GA)",20120509,1245,20120509,1445,34,NULL,NULL,"NASHVILLE REFRIGERATION (LEBANON, TN)",20120510,2200,20120510,2400,11,NULL,NULL
6886719,Flatbed,920.5,NULL,"COMMERCIAL WAREHOUSING (WINTER HAVEN, FL)",20120509,1300,20120509,1500,43,NULL,NULL,"COCA COLA BOTTLING (CHARLOTTE, NC)",20120510,1800,20120510,2000,28,NULL,NULL
6886904,Van,974.6,NULL,"COMMERCIAL WAREHOUSING (WINTER HAVEN, FL)",20120509,1100,20120509,1300,39,NULL,NULL,"COCA COLA COMPANY (COLUMBUS, OH)",20120511,1500,20120511,1700,33,NULL,NULL
6886962,Van,783,NULL,"SADDLE CREEK CORP (LEESBURG, FL)",20120509,2100,20120509,2300,22,NULL,NULL,"HARRIS TEETER (INDIAN TRAIL, NC)",20120510,900,20120510,1100,25,NULL,NULL
6886903,Van,987.7,NULL,"SADDLE CREEK CORP (LEESBURG, FL)",20120509,1205,20120509,1405,17,NULL,NULL,"PIGGLY WIGGLY (CHARLESTON, SC)",20120510,500,20120510,700,39,NULL,NULL
6887550,Van,1119.2,NULL,"SADDLE CREEK CORP (LEESBURG, FL)",20120509,215,20120509,415,24,NULL,NULL,"RICH FOODS OF VIRGINIA (MECHANICSVIL, VA)",20120511,30,20120511,230,36,NULL,NULL
6887871,Reefer,996.6,NULL,"COSTA FARMS LOC 16 (HOMESTEAD, FL)",20120509,1630,20120509,1830,45,NULL,NULL,"LOWES #0272 (INDIANAPOLIS, IN)",20120518,0,20120518,200,11,NULL,NULL
6887578,Reefer,870.4,NULL,"COSTA FARMS LOCATION 4 (LOXAHATCHEE, FL)",20120509,900,20120509,1100,23,NULL,NULL,"BELL NURSERY (ELKRIDGE, MD)",20120511,0,20120511,200,1,NULL,NULL
6887704,Reefer,957.6,NULL,"COSTA FARMS LOCATION 6 (MIAMI, FL)",20120509,1400,20120509,1600,8,NULL,NULL,"SAMS #6521 (HOUMA, LA)",20120511,0,20120511,200,9,NULL,NULL
6887701,Van,852.5,NULL,"MOREJON (HOMESTEAD, FL)",20120509,1430,20120509,1630,15,NULL,NULL,"SAMS #8190 (TEXAS CITY, TX)",20120511,0,20120511,200,38,NULL,NULL
6887326,Van,1027.6,NULL,"FRESHCO LTD (FORT PIERCE, FL)",20120509,1530,20120509,1730,3,NULL,NULL,"MDV (MIDLAND, GA)",20120510,0,20120510,200,22,NULL,NULL
6887232,Van,1006.6,NULL,"DEL MONTE FRESH PRODUCE (PALMETTO, FL)",20120509,1445,20120509,1645,41,NULL,NULL,"FOOD LION INC (ELLOREE, SC)",20120510,800,20120510,1000,6,NULL,NULL
6887224,Van,1072.4,NULL,"5-D TROPICAL (PLANT CITY, FL)",20120509,1415,20120509,1615,38,NULL,NULL,"PETSMART (NEWNAN, GA)",20120510,600,20120510,800,7,NULL,NULL
6885676,Van,923,NULL,"ANHEUSER BUSCH (CARTERSVILLE, GA)",20120509,230,20120509,430,25,NULL,NULL,"GOLDEN EAGLE OF ARKANSAS (LITTLE ROCK, AR)",20120510,1400,20120510,1600,40,NULL,NULL
6885675,Van,1102.9,NULL,"ANHEUSER BUSCH (CARTERSVILLE, GA)",20120509,843,20120509,1043,32,NULL,NULL,"PEACE RIVER DISTRIBUTING (PUNTA GORDA, FL)",20120510,800,20120510,1000,36,NULL,NULL
6887503,Reefer,1032.4,NULL,"ALLEN'S (MONTEZUMA, GA)",20120509,930,20120509,1130,9,NULL,NULL,"MILLARD COLD STORAGE (MC DONOUGH, GA)",20120509,2300,20120509,2500,29,NULL,NULL
6886915,Flatbed,1100,NULL,"BLC HARDWOOD FLOORING (MACON, GA)",20120509,930,20120509,1130,4,NULL,NULL,"LUMBER LIQUIDATORS H88 (HAMPTON, VA)",20120510,1202,20120510,1402,17,NULL,NULL
6887228,Van,986.2,NULL,"CON AGRA INC (SYLVESTER, GA)",20120509,1245,20120509,1445,40,NULL,NULL,"KNOXVILLE DRY MIXING (VONORE, TN)",20120510,1200,20120510,1400,27,NULL,NULL
6887229,Van,1048.1,NULL,"CON AGRA INC (SYLVESTER, GA)",20120509,1400,20120509,1600,7,NULL,NULL,"KNOXVILLE DRY MIXING (VONORE, TN)",20120510,1200,20120510,1400,33,NULL,NULL
6887134,Van,951.1,NULL,"EXEL (UNION CITY, GA)",20120509,1330,20120509,1530,9,NULL,NULL,"NABISCO (NASHVILLE, TN)",20120510,300,20120510,500,8,NULL,NULL
6886300,Flatbed,948,NULL,"KRAFT ATLANTA PLANT (ATLANTA, GA)",20120509,1500,20120509,1700,48,NULL,NULL,"PEACOCK ENGINEERING (GENEVA, IL)",20120511,1545,20120511,1745,1,NULL,NULL
6887327,Reefer,902.1,NULL,"GOLDEN PEANUT (ASHBURN, GA)",20120509,1315,20120509,1515,49,NULL,NULL,"MASTERFOODS USA-MARS INC (HACKETTSTOWN, NJ)",20120511,800,20120511,1000,15,NULL,NULL
6886578,Van,1132.1,NULL,"MASTERFOODS #755 (ALBANY, GA)",20120509,1945,20120509,2145,45,NULL,NULL,"ROMARK LOGISTICS (HAZLETON, PA)",20120511,0,20120511,200,9,NULL,NULL
6886400,Van,879.7,NULL,"MASTERFOODS #755 (ALBANY, GA)",20120509,1345,20120509,1545,9,NULL,NULL,"ROMARK LOGISTICS (HAZLETON, PA)",20120511,0,20120511,200,37,NULL,NULL
6887607,Flatbed,778.3,NULL,"PETSMART (NEWNAN, GA)",20120509,1945,20120509,2145,24,NULL,NULL,"BLAZE EXPRESS (HARAHAN, LA)",20120510,600,20120510,800,42,NULL,NULL
6887608,Reefer,842,NULL,"PETSMART (NEWNAN, GA)",20120509,1745,20120509,1945,27,NULL,NULL,"DASH COURIER (DURHAM, NC)",20120510,600,20120510,800,43,NULL,NULL
6887064,Reefer,1144.5,NULL,"MILLARD COLD STORAGE (MC DONOUGH, GA)",20120509,1900,20120509,2100,44,NULL,NULL,"FOOD LION (SALISBURY, NC)",20120510,800,20120510,1000,37,NULL,NULL
6887063,Flatbed,993.9,NULL,"MILLARD COLD STORAGE (MC DONOUGH, GA)",20120509,1345,20120509,1545,8,NULL,NULL,"FOOD LION INC (DUNN, NC)",20120510,800,20120510,1000,42,NULL,NULL
6887171,Reefer,791.9,NULL,"KRAFT FOODS (DAVENPORT, IA)",20120509,2230,20120509,2430,44,NULL,NULL,"KRAFT FOODS (SPRINGFIELD, MO)",20120510,1300,20120510,1500,19,NULL,NULL
6887138,Van,902,NULL,"KRAFT FOODS (DAVENPORT, IA)",20120509,1515,20120509,1715,43,NULL,NULL,"KRAFT FOODS (SPRINGFIELD, MO)",20120510,1300,20120510,1500,37,NULL,NULL
6886759,Van,1031.3,NULL,"DARIGOLD (BOISE, ID)",20120509,1515,20120509,1715,47,NULL,NULL,"MARTIN BROWER COMPANY (SALT LAKE CI, UT)",20120510,1200,20120510,1400,9,NULL,NULL
6887478,Van,1058.2,NULL,"CLOVERHILL SOUTH (CICERO, IL)",20120509,1030,20120509,1230,40,NULL,NULL,"AMERICOLD LOGISTICS (CARTHAGE, MO)",20120510,2300,20120510,2500,43,NULL,NULL
6887417,Van,858.2,NULL,"CREATIVE WERKS (BENSENVILLE, IL)",20120509,1430,20120509,1630,4,NULL,NULL,"HERSHEY FOODS CORP (MECHANICSBUR, PA)",20120510,2302,20120510,2502,18,NULL,NULL
6887795,Reefer,935.6,NULL,"INTERSTATE WAREHOUSING (JOLIET, IL)",20120509,1100,20120509,1300,40,NULL,NULL,"SYGMA NETWORK (KANSAS CITY, MO)",20120511,300,20120511,500,33,NULL,NULL
6887796,Flatbed,1113.9,NULL,"NABISCO (MORRIS, IL)",20120509,1415,20120509,1615,46,NULL,NULL,"NABISCO (EARTH CITY, MO)",20120510,930,20120510,1130,25,NULL,NULL
6887797,Reefer,915,NULL,"POWER LOGISTICS - DRY (AURORA, IL)",20120509,1615,20120509,1815,38,NULL,NULL,"FAMILY DOLLAR DIST (MAQUOKETA, IA)",20120509,2100,20120509,2300,46,NULL,NULL
6885252,Reefer,920.7,NULL,"DOT FOODS INC. (MOUNT STERLI, IL)",20120509,900,20120509,1100,11,NULL,NULL,"SPRINGFIELD GROCER (SPRINGFIELD, MO)",20120510,500,20120510,700,26,NULL,NULL
6887141,Van,983.8,NULL,"MASTERFOODS USA-MARS INC (CHICAGO, IL)",20120509,1710,20120509,1910,50,NULL,NULL,"ATLANTA BONDED WAREHOUSE (KENNESAW, GA)",20120511,0,20120511,200,30,NULL,NULL
6886127,Reefer,985.7,NULL,"CLYDES DELICIOUS DONUTS (ADDISON, IL)",20120509,915,20120509,1115,22,NULL,NULL,"AMERICOLD (MURFREESBORO, TN)",20120510,1700,20120510,1900,39,NULL,NULL
6887816,Van,969.2,NULL,"SARA LEE MIXING CENTER (ROCHELLE, IL)",20120509,1645,20120509,1845,3,NULL,NULL,"MACON MIXING (MACON, GA)",20120511,2200,20120511,2400,4,NULL,NULL
6887671,Van,1043.8,NULL,"SARA LEE MIXING CENTER (ROCHELLE, IL)",20120509,2110,20120509,2310,2,NULL,NULL,"MACON MIXING (MACON, GA)",20120511,2200,20120511,2400,28,NULL,NULL
6887445,Van,873.7,NULL,"CLOVERLEAF COLD STORAGE (LAKEVILLE, MN)",20120509,1430,20120509,1630,11,NULL,NULL,"BELVIDERE COLD STORAGE (BELVIDERE, IL)",20120510,1130,20120510,1330,41,NULL,NULL
6887443,Flatbed,1034.2,NULL,"CLOVERLEAF COLD STORAGE (LAKEVILLE, MN)",20120509,1535,20120509,1735,46,NULL,NULL,"BELVIDERE COLD STORAGE (BELVIDERE, IL)",20120510,930,20120510,1130,1,NULL,NULL
6887446,Van,873.7,NULL,"CLOVERLEAF COLD STORAGE (LAKEVILLE, MN)",20120509,1400,20120509,1600,27,NULL,NULL,"MILLARD REFRIGERATED SVCS (GENEVA, IL)",20120511,200,20120511,400,5,NULL,NULL
6886739,Flatbed,1051.2,NULL,"GENERAL MILLS (CHANHASSEN, MN)",20120509,1245,20120509,1445,49,NULL,NULL,"SYSCO (NORMAN, OK)",20120511,430,20120511,630,18,NULL,NULL
6886847,Van,856.9,NULL,"COLUMBIA FOODS (COLUMBIA, MO)",20120509,730,20120509,930,10,NULL,NULL,"KRAFT FOODS (SPRINGFIELD, MO)",20120510,530,20120510,730,2,NULL,NULL
6887726,Van,938.1,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,1040,20120509,1240,50,NULL,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,1702,20120509,1902,21,NULL,NULL
6887508,Reefer,1046.8,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,1018,20120509,1218,29,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,27,NULL,NULL
6887507,Van,874.7,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,700,20120509,900,39,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,46,NULL,NULL
6886267,Flatbed,1099.9,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,800,20120509,1000,38,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,50,NULL,NULL
6887510,Van,1152.3,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,1015,20120509,1215,32,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,5,NULL,NULL
6886789,Van,1082,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,1130,20120509,1330,40,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,5,NULL,NULL
6887509,Van,925,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,15,20120509,215,46,NULL,NULL,"BAY HILL (KINGS MOUNTA, NC)",20120509,2332,20120509,2532,16,NULL,NULL
6887722,Reefer,928.2,NULL,"BAY VALLEY FOODS (FAISON, NC)",20120509,1815,20120509,2015,44,NULL,NULL,"DISTRIBUTION TECHNOLOGY (CHARLOTTE, NC)",20120510,1302,20120510,1502,9,NULL,NULL
6887426,Van,771.9,NULL,"CAMPBELL SOUP COMPANY (MAXTON, NC)",20120509,1425,20120509,1625,32,NULL,NULL,"KROGER COMPANY (ATLANTA, GA)",20120510,1900,20120510,2100,28,NULL,NULL
6887566,Van,894.3,NULL,"CAMPBELL SOUP COMPANY (MAXTON, NC)",20120509,1430,20120509,1630,40,NULL,NULL,"PUBLIX SUPERMARKETS (SARASOTA, FL)",20120511,800,20120511,1000,7,NULL,NULL
6887666,Van,710.8,NULL,"DOLE FRESH VEGETABLES (BESSEMER CIT, NC)",20120509,2130,20120509,2330,9,NULL,NULL,"FOOD LION INC (DUNN, NC)",20120510,700,20120510,900,24,NULL,NULL
6887598,Reefer,826.7,NULL,"AMERICOLD TARBORO (TARBORO, NC)",20120509,1315,20120509,1515,37,NULL,NULL,"POTTSVILLE MIXING CENTER (POTTSVILLE, PA)",20120510,1030,20120510,1230,35,NULL,NULL
6887627,Flatbed,987.6,NULL,"PERDUE FARMS (ROCKINGHAM, NC)",20120509,1430,20120509,1630,49,NULL,NULL,"PERDUE FARMS (PERRY, GA)",20120510,730,20120510,930,6,NULL,NULL
6887644,Van,1010.5,NULL,"COSTCO #175 (MONROE TOWNS, NJ)",20120509,1200,20120509,1400,30,NULL,NULL,"COSTA NURSERY LOCATION 1 (GOULDS, FL)",20120511,1902,20120511,2102,25,NULL,NULL
6887713,Van,965.1,NULL,"COSTCO #175 (MONROE TOWNS, NJ)",20120509,600,20120509,800,4,NULL,NULL,"COSTA NURSERY LOCATION 1 (GOULDS, FL)",20120511,800,20120511,1000,15,NULL,NULL
6887382,Van,1015.6,NULL,"RAND DIRECT (EDISON, NJ)",20120509,1600,20120509,1800,47,NULL,NULL,"HERSHEY MIDWEST DC (EDWARDSVILLE, IL)",20120511,2302,20120511,2502,49,NULL,NULL
6887040,Flatbed,1057.4,NULL,"BALDWIN RICHARDSON FOODS (WILLIAMSON, NY)",20120509,1116,20120509,1316,30,NULL,NULL,"GENERAL MILLS (MURFREESBORO, TN)",20120511,1130,20120511,1330,24,NULL,NULL
6887191,Van,977.4,NULL,"PERRY'S ICE CREAM CO, INC (AKRON, NY)",20120509,630,20120509,830,34,NULL,NULL,"MILLARD COLD STORAGE (MC DONOUGH, GA)",20120511,1100,20120511,1300,48,NULL,NULL
6887418,Flatbed,1079.7,NULL,"PIERRE FROZEN FOODS (CINCINNATI, OH)",20120509,1240,20120509,1440,30,NULL,NULL,"NORDIC REFRIGERATED SERVI (ROCKMART, GA)",20120510,1000,20120510,1200,46,NULL,NULL
6887568,Flatbed,918.5,NULL,"CAMPBELL SOUP COMPANY (NAPOLEON, OH)",20120509,1700,20120509,1900,3,NULL,NULL,"PUBLIX SUPERMARKETS (BOYNTON BEAC, FL)",20120512,1600,20120512,1800,25,NULL,NULL
6887344,Van,942.6,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120509,1145,20120509,1345,11,NULL,NULL,"FAMILY DOLLAR STORES (MATTHEWS, NC)",20120510,800,20120510,1000,17,NULL,NULL
6886817,Van,1091.3,NULL,"COLUMBUS MARKET PLACE DC (GROVEPORT, OH)",20120509,1125,20120509,1325,25,NULL,NULL,"KMART (GREENSBORO, NC)",20120510,800,20120510,1000,19,NULL,NULL
6887594,Reefer,854.9,NULL,"PEPPERIDGE FARM DOWNINGTO (DOWNINGTOWN, PA)",20120509,1315,20120509,1515,31,NULL,NULL,"AMERICOLD LOGISTICS (ATLANTA, GA)",20120512,800,20120512,1000,19,NULL,NULL
