BAY HILL,555-555-5555,"Landing Street, Kings Mountain, Cleveland, North Carolina, 28086",-81.3594815,35.236528,KINGS MOUNTA,NC
BAY VALLEY FOODS,555-555-5555,"Turkey Highway, Elliott, Sampson County, North Carolina, 28393",-78.1918859,34.9898538,FAISON,NC
BELL NURSERY,555-555-5555,"Lori Lane, Elkridge, Howard, Maryland, 21075",-76.7470204,39.2027085,ELKRIDGE,MD
BELVIDERE COLD STORAGE,555-555-5555,"West Lincoln Avenue, Belvidere, Boone, Illinois, 61008",-88.8509684,42.2573529,BELVIDERE,IL
BLAZE EXPRESS,555-555-5555,"Dealers Avenue, Jefferson, Louisiana, 70123",-90.1922315,29.9582256,HARAHAN,LA
BLC HARDWOOD FLOORING,555-555-5555,"Industrial Highway, Walden, Bibb County, Georgia, 31216",-83.6711095,32.6992393,MACON,GA
BRADY COATED PRODUCTS,555-555-5555,"North Glen Park Road, Glendale, Milwaukee, Wisconsin, 53209",-87.931236,43.126164,GLENDALE,WI
C H ROBINSON,555-555-5555,"W 2nd St, Momence, Kankakee, Illinois, 60954",-87.6668399,41.1637175,MOMENCE,IL
C H ROBINSON,555-555-5555,"Camp Powderhorn Road, Hueys Corners, Boone, Kentucky, 41091",-84.74775,38.962379,RICHWOOD,KY
C H ROBINSON,555-555-5555,"Old Tesson Ferry Crossing, Concord, Jefferson, Missouri, 63128",-90.3718386,38.5117903,SAINT LOUIS,MO
CAMPBELL SOUP COMPANY,555-555-5555,"NC 71, Wakulla, Robeson, North Carolina, 28364",-79.3249568,34.7746641,MAXTON,NC
CAMPBELL SOUP COMPANY,555-555-5555,"SR 110, Henry County, Ohio, 43545",-84.1098403,41.3951397,NAPOLEON,OH
CAMPBELL SUPPLY,555-555-5555,"Rice County Courthouse, West Main Street, Lyons, Rice, Kansas, 67554",-98.2041175,38.347719,LYONS,KS
CAMPBELL SUPPLY,555-555-5555,"West 14th Street, Sioux Falls, Minnehaha, South Dakota, 57104",-96.7457591,43.5410331,SIOUX FALLS,SD
CAPITAL CITY FRUIT CO INC,555-555-5555,"Beardsley Street, Norwalk, Warren, Iowa, 50211",-93.6667159,41.4922711,NORWALK,IA
CARGILL MEAT LOGISTICS,555-555-5555,"South Iowa Avenue, Ottumwa, Wapello, Iowa, 52501",-92.3954502,41.0050273,OTTUMWA,IA
CENTRAL REFRIGERATED INC,555-555-5555,"Weir Way, Warden, Grant, Washington, 98857",-119.0474229,46.9705254,WARDEN,WA
CEVA GLOBAL LOGISTICS,555-555-5555,"East Philadelphia Street, Ontario, San Bernardino County, California, 91761",-117.603933,34.0340115,ONTARIO,CA
CLOVERHILL SOUTH,555-555-5555,"South 54th Avenue, Cicero, Cook, Illinois, 60804",-87.7594017,41.8591793,CICERO,IL
CLOVERLEAF COLD STORAGE,555-555-5555,"Cedar Avenue, Lakeville, Dakota, Minnesota, 55124",-93.2189872,44.6344133,LAKEVILLE,MN
CLYDES DELICIOUS DONUTS,555-555-5555,"West Fullerton Avenue, Addison, DuPage, Illinois, 60101",-88.0165729,41.9195253,ADDISON,IL
COCA COLA BOTTLING,555-555-5555,"Carolinas Medical Center - Main, 1000, Blythe Boulevard, Myers Park, Charlotte, Mecklenburg County, North Carolina, 28203",-80.8395259,35.2031535,CHARLOTTE,NC
COCA COLA COMPANY,555-555-5555,"Watkins Road, Columbus, Franklin County, Ohio, 43207",-82.9326955,39.9054824,COLUMBUS,OH
COLUMBIA FOODS,555-555-5555,"Waco Road, Columbia, Boone, Missouri, 65202",-92.2667348,39.0107025,COLUMBIA,MO
COLUMBUS MARKET PLACE DC,555-555-5555,"SR 317, Groveport, Franklin County, Ohio, 43125",-82.889982,39.8702345,GROVEPORT,OH
COMMERCIAL WAREHOUSING,555-555-5555,"Broward Drive Southeast, Eloise Woods, Polk County, Florida, 33884",-81.69918,28.007769,WINTER HAVEN,FL
CON AGRA INC,555-555-5555,"Seabrook Drive, Sylvester, Worth, Georgia, 31781",-83.8119023,31.519828,SYLVESTER,GA
CONSOLIDATED BISCUIT CO,555-555-5555,"East Holmes Street, Deshler, Henry County, Ohio, 43516",-83.8970112,41.2029842,MC COMB,OH
CONWAY WESTERN,555-555-5555,"Marlay Avenue, Fontana, San Bernardino County, California, 92337",-117.5142321,34.0412339,FONTANA,CA
COSTA FARMS LOC 16,555-555-5555,"Southwest 182nd Avenue, Redland, Miami-Dade County, Florida, 33030",-80.4847454,25.5454776,HOMESTEAD,FL
COSTA FARMS LOCATION 4,555-555-5555,"Foxborough Lane, Whisper Walk, Palm Beach County, Florida, 33496",-80.1649857,26.4102208,LOXAHATCHEE,FL
COSTA FARMS LOCATION 6,555-555-5555,"Southwest 168th Street, Richmond West, Miami-Dade County, Florida, 33187",-80.4281816,25.6111204,MIAMI,FL
COSTA NURSERY LOCATION 1,555-555-5555,"Goulds, South Dade Trail, Goulds, Miami-Dade County, Florida, 33170",-80.3859655,25.5630005,GOULDS,FL
COSTCO,555-555-5555,"Boulder Drive, Morris, Grundy, Illinois, 60450",-88.429781,41.3792854,MORRIS,IL
COSTCO #175,555-555-5555,"Gravel Hill Trail (White), Monroe Township, Middlesex County, New Jersey, 08831",-74.4241886,40.3183639,MONROE TOWNS,NJ
CREATIVE WERKS,555-555-5555,"Sivert Court, Bensenville, DuPage, Illinois, 60106",-87.9426525,41.9755338,BENSENVILLE,IL
D T I INC,555-555-5555,"Green Trail, Exeter, Rockingham County, New Hampshire, 03833",-70.9507914,42.995423,EXETER,NH
DARIGOLD,555-555-5555,"West Rose Hill Street, Boise City, Ada, Idaho, 83705",-116.2338979,43.6008061,BOISE,ID
DASH COURIER,555-555-5555,"South Miami Boulevard, Durham, Durham County, North Carolina, 27703",-78.8431597,35.9339389,DURHAM,NC
DEDICATED LOGISTICS INC,555-555-5555,"South Wilkin Street, St. Paul, Ramsey, Minnesota, 55102",-93.1060534,44.9397075,SAINT PAUL,MN
DELIGHT PRODUCTS,555-555-5555,"Industrial Drive, Springfield, Robertson, Tennessee, 37172",-86.8705932,36.4982065,SPRINGFIELD,TN
DES MOINES TRUCK BROKERS,555-555-5555,"US 301, Tampa, Hillsborough County, Florida, 33592",-82.3295752,27.8240883,PALMETTO,FL
DIAGEO,555-555-5555,"Old Chicago Dr, Bolingbrook, Will County, Illinois, 60440",-88.0582731,41.6832679,BOLINGBROOK,IL
DISTRIBUTION TECHNOLOGY,555-555-5555,"South Commerce Boulevard, Charlotte, Mecklenburg County, North Carolina, 28273",-80.9296272,35.1191793,CHARLOTTE,NC
DOLE FRESH VEGETABLES,555-555-5555,"Oates Road, West Gastonia, Gaston, North Carolina, 28052",-81.2565012,35.2809146,BESSEMER CIT,NC
DOLLAR GENERAL,555-555-5555,"Pecan Drive, Jonesville, Union, South Carolina, 29353",-81.680777,34.833886,JONESVILLE,SC
DOLLAR GENERAL CORP,555-555-5555,"Lex Carter Circle, Scottsville, Allen, Kentucky, 42164",-86.1974235,36.74799,SCOTTSVILLE,KY
DON MIGUEL MEXICAN FOODS,555-555-5555,"Chartwell Drive, Dallas, Texas, 75238",-96.7062528,32.9020017,FARMERS BRAN,TX
"EAGLE ENTERPRISE, INC.",555-555-5555,"F Street, Omaha, Douglas County, Nebraska, 68127",-96.0739776,41.2191103,OMAHA,NE
EAGLE ENTERPRISES INC,555-555-5555,"Greenwood Place, Dalton, Whitfield, Georgia, 30720",-84.9782135,34.7600584,DALTON,GA
ECHO LAKE FOODS,555-555-5555,"South Honey Lake Road, Honey Lake, Racine, Wisconsin, 53105",-88.2782033,42.6868394,BURLINGTON,WI
EDUSA CORPORATION,555-555-5555,"Regina Drive, El Paso, Texas, 79927",-106.2670885,31.645403,SOCORRO,TX
ENDRES PROCESSING,555-555-5555,"Minnesota Highway 55, Rosemount, Dakota, Minnesota, 55068",-93.0062024,44.7545029,ROSEMOUNT,MN
EXEL,555-555-5555,"Park Avenue, Union City, Fulton County, Georgia, 30291",-84.5590896,33.5857488,UNION CITY,GA
EXEL-DIAGEO,555-555-5555,"Industrial Drive, Lawrenceburg, Dearborn, Indiana, 47025",-84.8689689,39.1032095,LAWRENCEBURG,IN
FAMILY DOLLAR DIST,555-555-5555,"Family Dollar Parkway, Jackson, Iowa, 52037",-90.6604423,42.0329004,MAQUOKETA,IA
FIBERVISIONS % ODYSSEY,555-555-5555,"Alcovy Road Northeast, Covington, Newton County, Georgia, 30014",-83.8504834,33.6108718,COVINGTON,GA
FOOD LION,555-555-5555,"Maupin Avenue, Salisbury, Rowan, North Carolina, 28144",-80.4949205,35.6617755,SALISBURY,NC
FOOD LION INC,555-555-5555,"South Clinton Avenue, Dunn, Harnett, North Carolina, 28334",-78.6156279,35.299248,DUNN,NC
FOOD LION INC,555-555-5555,"Libra Road, Parler, Orangeburg, South Carolina, 29142",-80.5289463,33.5033375,ELLOREE,SC
FOOD SERVICE CENTER,555-555-5555,"South 3rd Street, St. Louis, Missouri, 63102",-90.2022675,38.6029028,SAINT LOUIS,MO
FRESHCO LTD,555-555-5555,"Farmers Market Road, Fort Pierce, St. Lucie County, Florida, 34982",-80.329854,27.396633,FORT PIERCE,FL
FUJI PHOTO FILM,555-555-5555,"Central Avenue, Hanover Park, DuPage, Illinois, 60133",-88.1197396,41.9814842,HANOVER PARK,IL
GENERAL MILLS,555-555-5555,"Audubon Road, Chanhassen, Carver, Minnesota, 55317",-93.5619387,44.858712,CHANHASSEN,MN
GENERAL MILLS,555-555-5555,"Stephens Boulevard, Joplin, Jasper, Missouri, 64804",-94.4660939,37.0564746,JOPLIN,MO
GENERAL MILLS,555-555-5555,"Butler Drive, Murfreesboro, Rutherford, Tennessee, 37127",-86.3913351,35.8036708,MURFREESBORO,TN
GOLDEN EAGLE OF ARKANSAS,555-555-5555,"East 15th Street, Little Rock, Pulaski, Arkansas, 72202",-92.2499796,34.7324135,LITTLE ROCK,AR
GOLDEN PEANUT,555-555-5555,"West End Avenue, Ashburn, Turner, Georgia, 31790",-83.6576316,31.7080479,ASHBURN,GA
GOLDEN STATE FOODS,555-555-5555,"Two Notch Road, Columbia, Lexington, South Carolina, 29072",-81.2964681,33.9311675,LEXINGTON,SC
GOLDSTAR TRANSPORTATION,555-555-5555,"6th Street, Cochrane, Buffalo, Wisconsin, 54622",-91.8366229,44.2278254,COCHRANE,WI
GOLDSTAR TRANSPORTATION,555-555-5555,"Holmes Street, Kansas City, Jackson, Missouri, 64109",-94.5757195,39.091919,KANSAS CITY,MO
GOLDSTAR TRANSPORTATION,555-555-5555,"Lor Ray Drive, North Mankato, Nicollet, Minnesota, 56003",-94.0451479,44.2015656,MANKATO,MN
GORDMANS DISTRIBUTION,555-555-5555,"F Street, Omaha, Douglas, Nebraska, 68127",-96.0591961,41.2202112,OMAHA,NE
GRAPHIC PACKAGING CORP,555-555-5555,"South Ohlman Street, Mitchell, Davison County, South Dakota, 57301",-98.0470097,43.7075825,MITCHELL,SD
HARRIS TEETER,555-555-5555,"Independence Boulevard, Indian Trail, Union County, North Carolina, 28079",-80.6518433,35.0749505,INDIAN TRAIL,NC
HERSHEY FOODS CORP,555-555-5555,"University Park Drive, Edwardsville, Madison, Illinois, 62025",-89.984242,38.7932,EDWARDSVILLE,IL
HERSHEY FOODS CORP,555-555-5555,"M&T Bank Building, 213, Market Street, Harrisburg, Dauphin, Pennsylvania, 17101",-76.8808845,40.2593604,MECHANICSBUR,PA
HERSHEY FOODS CORP,555-555-5555,"Grennan Heights Park, North Odell Avenue, Niles, Cook, Illinois, 60714",-87.8111215,42.030929,NILES,IL
HERSHEY FOODS CORP,555-555-5555,"North Grant Street, Palmyra, Lebanon, Pennsylvania, 17078",-76.5922839,40.3097146,PALMYRA,PA
HERSHEY FOODS CORP,555-555-5555,"Flory Avenue, Stuarts Draft, Augusta, Virginia, 24477",-79.0387183,38.0204027,STUARTS DRAF,VA
HERSHEY MIDWEST DC,555-555-5555,"Poag Road, Edwardsville, Madison, Illinois, 62087",-90.0543436,38.7861231,EDWARDSVILLE,IL
HORMEL FOODS CORPORATION,555-555-5555,"Sibley Street, Albert Lea, Freeborn, Minnesota, 56007",-93.3586859,43.6531035,ALBERT LEA,MN
HORMEL FOODS CORPORATION,555-555-5555,"14th Avenue Northeast, Austin, Mower, Minnesota, 55912",-92.9676096,43.6796622,AUSTIN,MN
HORMEL FOODS CORPORATION,555-555-5555,"Kennedy Drive, Beloit, Rock, Wisconsin, 53511",-88.9786927,42.5209544,BELOIT,WI
HORMEL FOODS CORPORATION,555-555-5555,"Elm Street, Chillicothe, Livingston, Missouri, 64601",-93.5509279,39.7958625,CHILLICOTHE,MO
HORMEL FOODS CORPORATION,555-555-5555,"South Platte Avenue, Paradise Estates, Dodge, Nebraska, 68025",-96.4876506,41.4219475,FREMONT,NE
HORMEL FOODS CORPORATION,555-555-5555,"Maine Street, Morningside, Fontana, San Bernardino County, California, 92336",-117.4823708,34.126318,ONTARIO,CA
HORMEL FOODS CORPORATION,555-555-5555,"US 69, Leslie, Clarke, Iowa, 50213",-93.7652445,41.0109371,OSCEOLA,IA
HORMEL FOODS CORPORATION,555-555-5555,"Kennedy Drive, Beloit, Rock, Wisconsin, 53511",-88.9786927,42.5209544,ROCHELLE,IL
HY VEE STORES,555-555-5555,"College Street, Albany, Gentry, Missouri, 64402",-94.325189,40.2560266,BLOOMFIELD,MO
HY VEE STORES,555-555-5555,"First United Methodist Church, Roland Avenue, Chariton, Lucas, Iowa, 50049",-93.3072765,41.0170045,CHARITON,IA
HY VEE STORES,555-555-5555,"Spring Lake Drive, Cherokee, Iowa, 51012",-95.554429,42.7438309,CHEROKEE,IA
HY VEE STORES,555-555-5555,"Mc Comas Road, Haltom City, Tarrant County, Texas, 76117",-97.2893189,32.800813,FORT WORTH,TX
INTERSTATE WAREHOUSING,555-555-5555,"McDonough Street, Joliet, Will County, Illinois, 60435",-88.1437746,41.5145517,JOLIET,IL
INTERSTATE WAREHOUSING,555-555-5555,"Joe B. Jackson Parkway, Murfreesboro, Rutherford County, Tennessee, 37127",-86.3598802,35.7802307,MURFREESBORO,TN
J WINKLER AND SONS,555-555-5555,"SR 62, Mariah Hill, Spencer, Indiana, 47556",-86.9721691,38.1660972,DALE,IN
J&P WAREHOUSE,555-555-5555,"3223, South Kolin Avenue, Chicago, Cook, Illinois, 60623",-87.7321555,41.8337329,CHICAGO,IL
KANE WAREHOUSING INC,555-555-5555,"Continental Street, Scranton, Lackawanna County, Pennsylvania, 18517",-75.7052121,41.4112506,TAYLOR,PA
KMART,555-555-5555,"Gracewood Drive, Greensboro, Guilford, North Carolina, 27408",-79.8333785,36.1002595,GREENSBORO,NC
KNOXVILLE DRY MIXING,555-555-5555,"Dawson Street, Vonore, Monroe, Tennessee, 37885",-84.225127,35.5914721,VONORE,TN
KRAFT ATLANTA PLANT,555-555-5555,"Arden Avenue Southwest, Atlanta, Fulton County, Georgia, 30310",-84.4228345,33.7156601,ATLANTA,GA
KRAFT FOODS,555-555-5555,"West 122nd Street, Alsip, Cook, Illinois, 60803",-87.7368005,41.671183,ALSIP,IL
KRAFT FOODS,555-555-5555,"Canal Bank Road, Hastings, Cook, Illinois, 60439",-87.9890665,41.68832,AURORA,IL
KRAFT FOODS,555-555-5555,"Sackett Road, Littleville, Livingston, New York, 14414",-77.7537262,42.9051705,AVON,NY
KRAFT FOODS,555-555-5555,"South Park Road, Blair, Trempealeau, Wisconsin, 54616",-91.2265625,44.2944784,BLAIR,WI
KRAFT FOODS,555-555-5555,"North Swift Road, Addison, DuPage County, Illinois, 60143",-88.0410635,41.9266154,CAROL STREAM,IL
KRAFT FOODS,555-555-5555,"West Bradley Avenue, Kenwood, Champaign County, Illinois, 61821",-88.2743686,40.1260401,CHAMPAIGN,IL
KRAFT FOODS,555-555-5555,"3223, South Kolin Avenue, Chicago, Cook, Illinois, 60623",-87.7321555,41.8337329,CHICAGO,IL
KRAFT FOODS,555-555-5555,"South Stark Street, Davenport, Scott, Iowa, 52802",-90.638837,41.50156,CLINTON,IA
KRAFT FOODS,555-555-5555,"Waco Road, Columbia, Boone, Missouri, 65202",-92.2667348,39.0107025,COLUMBIA,MO
KRAFT FOODS,555-555-5555,"South Stark Street, Davenport, Scott, Iowa, 52802",-90.638837,41.50156,DAVENPORT,IA
KRAFT FOODS,555-555-5555,"Sycamore Street, Hamilton, Butler County, Ohio, 45011",-84.5604959,39.3958835,HAMILTON,OH
KRAFT FOODS,555-555-5555,"190th Street West, Lakeville, Dakota, Minnesota, 55044",-93.2374865,44.6732914,LAKEVILLE,MN
KRAFT FOODS,555-555-5555,"South Dixie Street, London, Laurel, Kentucky, 40741",-84.0811095,37.1160094,LONDON,KY
KRAFT FOODS,555-555-5555,"Packers Avenue, Madison, Dane, Wisconsin, 53704",-89.3549646,43.1092496,MADISON,WI
KRAFT FOODS,555-555-5555,"Front Street, Birmingham, Toledo, Lucas County, Ohio, 43605",-83.4980204,41.6646109,MC COMB,OH
KRAFT FOODS,555-555-5555,"Indian Village Road, Mitchell, Davison County, South Dakota, 57301",-98.0325799,43.7318206,MITCHELL,SD
KRAFT FOODS,555-555-5555,"Boulder Drive, Morris, Grundy, Illinois, 60450",-88.429781,41.3792854,MORRIS,IL
KRAFT FOODS,555-555-5555,"West Jefferson Avenue, Naperville, DuPage, Illinois, 60540",-88.1897739,41.7668549,NAPERVILLE,IL
KRAFT FOODS,555-555-5555,"South Bridge Street, New Ulm, Brown, Minnesota, 56073",-94.434258,44.2890235,NEW ULM,MN
KRAFT FOODS,555-555-5555,"Eckels Memorial Library, Walnut Street, Oakland, Pottawattamie, Iowa, 51560",-95.3985339,41.307908,OAKLAND,IA
KRAFT FOODS,555-555-5555,"South Chadwick Lane, Springfield, Greene, Missouri, 65804",-93.2554105,37.1918691,SPRINGFIELD,MO
KRAFT FOODS,555-555-5555,"East Calhoun Street, Woodstock, McHenry, Illinois, 60098",-88.4382985,42.3139654,WOODSTOCK,IL
KRAFT ONTARIO DRY,555-555-5555,"East Airport Drive, California Commerce Center, Ontario, San Bernardino County, California, 91761",-117.5657833,34.0617435,ONTARIO,CA
KROGER,555-555-5555,"Wilson Street, Salem, Salem City, Virginia, 24153",-80.0669265,37.288464,SALEM,VA
KROGER COMPANY,555-555-5555,"Oakleigh Drive, East Point, Fulton County, Georgia, 30344",-84.4298702,33.6903152,ATLANTA,GA
KROGER COMPANY,555-555-5555,"Houston Levee Road, Lenow, Shelby, Tennessee, 38016",-89.726744,35.1589948,MEMPHIS,TN
L S I,555-555-5555,"West Lincoln Road, Eldridge, Scott, Iowa, 52748",-90.588255,41.6417215,ELDRIDGE,IA
LAKEVILLE MOTOR EXPRESS,555-555-5555,"28th Avenue, Council Bluffs, Pottawattamie, Iowa, 51501",-95.8660103,41.2332814,COUNCIL BLUF,IA
LAKEVILLE MOTOR EXPRESS,555-555-5555,"39th Street North, Fargo, Cass, North Dakota, 58102",-96.8432497,46.8803119,FARGO,ND
LAKEVILLE MOTOR EXPRESS,555-555-5555,"3301, South Justine Street, Locks, Chicago, Cook, Illinois, 60608",-87.6632147,41.8342348,LYONS,IL
LAKEVILLE MOTOR EXPRESS,555-555-5555,"Big Louie's Bar and Grill, 790, Long Lake Road, New Brighton, Ramsey, Minnesota, 55112",-93.1973641,45.0357341,ROSEVILLE,MN
LAKEVILLE MOTOR EXPRESS,555-555-5555,"East Robur Drive, Sioux Falls, Minnehaha, South Dakota, 57104",-96.706402,43.6078136,SIOUX FALLS,SD
LOUIS RICH FOODS,555-555-5555,"Louis Rich Road, Newberry, Newberry County, South Carolina, 29108",-81.6323367,34.3028872,NEWBERRY,SC
LOWES #0272,555-555-5555,"East 10th Street, Woodruff Place, Marion, Indiana, 46201",-86.13275,39.7797845,INDIANAPOLIS,IN
LOWES #0539,555-555-5555,"Lowes, Hungry Neck Boulevard, Charleston, South Carolina, 29464",-79.8330347,32.8273493,MOUNT PLEASA,SC
LUMBER LIQUIDATORS # 102,555-555-5555,"Arkansas Parks and Tourism (Park Security), Capitol Mall, Pulaski, Arkansas, 72201",-92.2908021,34.7473188,LITTLE ROCK,AR
LUMBER LIQUIDATORS #159,555-555-5555,"I 85, Metropolitan Mobile Home Park, Gwinnett County, Georgia, 30093",-84.1794216,33.9277029,NORCROSS,GA
LUMBER LIQUIDATORS H88,555-555-5555,"West Park Lane, Northampton, Hampton, York, Virginia, 23666",-76.4298441,37.0695962,HAMPTON,VA
MACON MIXING,555-555-5555,"Frank C. Amerson, Junior Parkway, Mill Creek Run Apartments, Sardis Estates, Bibb County, Georgia, 31216",-83.727922,32.725251,MACON,GA
MAPLE LEAF BAKERY,555-555-5555,"Nicholas Avenue Northeast, East Gate, Roanoke, Roanoke City, Virginia, 24012",-79.9037188,37.3074382,ROANOKE,VA
MARTIN BROWER COMPANY,555-555-5555,"5200 West, Salt Lake City, Salt Lake County, Utah, 84104",-112.0156078,40.7303895,SALT LAKE CI,UT
MASTERFOODS #755,555-555-5555,"West Gordon Avenue, Albany, Dougherty, Georgia, 31707",-84.1962123,31.5674222,ALBANY,GA
MASTERFOODS USA-MARS INC,555-555-5555,"79th Street, Burr Ridge, DuPage, Illinois, 60521",-87.9310529,41.7461556,CHICAGO,IL
MASTERFOODS USA-MARS INC,555-555-5555,"Lafayette Street, Hackettstown, Warren, New Jersey, 07840",-74.8261844,40.8553008,HACKETTSTOWN,NJ
